user_id,item_id,interaction_type,timestamp,user_idx,item_idx,interaction_idx
user_10,item_37,click,2024-07-27 21:35:00,2,96,1
user_10,item_59,click,2024-08-13 08:21:00,2,97,1
user_10,item_95,click,2024-08-20 01:26:00,2,84,1
user_10,item_25,like,2024-09-01 03:38:00,2,98,2
user_10,item_64,like,2024-09-17 00:41:00,2,99,2
user_10,item_165,like,2024-09-20 11:25:00,2,100,2
user_10,item_162,click,2024-09-28 19:56:00,2,101,1
user_10,item_106,click,2024-09-29 07:28:00,2,102,1
user_10,item_118,like,2024-10-05 01:43:00,2,103,2
user_10,item_184,click,2024-10-26 04:17:00,2,104,1
user_10,item_140,comment,2024-11-04 04:55:00,2,105,3
user_10,item_183,click,2024-11-08 13:30:00,2,106,1
user_10,item_94,like,2024-11-16 20:00:00,2,107,2
user_10,item_194,like,2024-11-22 15:53:00,2,55,2
user_10,item_113,like,2024-11-22 21:36:00,2,108,2
user_10,item_107,like,2024-11-28 20:39:00,2,65,2
user_10,item_64,click,2024-12-15 22:56:00,2,99,1
user_10,item_54,click,2024-12-20 02:13:00,2,38,1
user_10,item_16,click,2024-12-29 23:09:00,2,109,1
user_100,item_133,click,2024-01-03 22:37:00,3,110,1
user_100,item_175,click,2024-01-20 21:36:00,3,6,1
user_100,item_127,click,2024-01-23 14:29:00,3,111,1
user_100,item_173,click,2024-01-23 22:50:00,3,12,1
user_100,item_162,like,2024-01-31 11:49:00,3,101,2
user_100,item_28,share,2024-01-31 13:38:00,3,21,0
user_100,item_30,click,2024-02-21 22:42:00,3,46,1
user_100,item_126,click,2024-02-22 13:55:00,3,112,1
user_100,item_64,click,2024-03-01 09:55:00,3,99,1
user_100,item_62,like,2024-03-09 10:53:00,3,15,2
user_100,item_192,click,2024-03-12 08:48:00,3,113,1
user_100,item_176,like,2024-03-18 11:57:00,3,114,2
user_100,item_183,click,2024-03-19 11:58:00,3,106,1
user_100,item_17,click,2024-03-27 14:52:00,3,66,1
user_100,item_10,click,2024-04-15 14:57:00,3,115,1
user_100,item_185,click,2024-04-16 02:14:00,3,75,1
user_100,item_153,click,2024-04-26 02:13:00,3,2,1
user_100,item_165,click,2024-04-29 14:57:00,3,100,1
user_100,item_65,comment,2024-04-29 22:23:00,3,116,3
user_100,item_39,like,2024-05-17 03:20:00,3,22,2
user_100,item_138,like,2024-05-19 02:05:00,3,0,2
user_100,item_146,click,2024-05-29 20:51:00,3,83,1
user_100,item_87,click,2024-05-31 18:54:00,3,117,1
user_100,item_193,click,2024-06-01 08:49:00,3,118,1
user_100,item_177,share,2024-06-25 02:21:00,3,119,0
user_100,item_110,click,2024-07-03 09:00:00,3,120,1
user_100,item_6,click,2024-08-03 09:13:00,3,121,1
user_100,item_2,like,2024-08-06 14:39:00,3,54,2
user_100,item_189,click,2024-08-31 20:48:00,3,122,1
user_100,item_116,click,2024-09-02 16:12:00,3,123,1
user_100,item_82,like,2024-09-09 12:34:00,3,124,2
user_100,item_95,click,2024-09-09 23:55:00,3,84,1
user_100,item_108,like,2024-09-12 15:08:00,3,125,2
user_100,item_35,click,2024-09-18 04:12:00,3,28,1
user_100,item_172,click,2024-09-19 09:13:00,3,70,1
user_100,item_95,like,2024-09-27 08:28:00,3,84,2
user_100,item_125,click,2024-09-28 20:17:00,3,126,1
user_100,item_65,like,2024-10-06 10:37:00,3,116,2
user_100,item_140,comment,2024-10-13 00:41:00,3,105,3
user_100,item_104,click,2024-10-19 13:37:00,3,127,1
user_100,item_108,comment,2024-10-20 10:57:00,3,125,3
user_100,item_56,click,2024-10-24 02:18:00,3,33,1
user_100,item_177,click,2024-11-01 02:09:00,3,119,1
user_100,item_8,click,2024-11-24 13:17:00,3,128,1
user_100,item_57,like,2024-11-26 08:11:00,3,129,2
user_100,item_61,like,2024-12-07 17:16:00,3,11,2
user_100,item_194,comment,2024-12-11 19:00:00,3,55,3
user_100,item_77,click,2024-12-14 09:21:00,3,95,1
user_100,item_97,click,2024-12-20 22:47:00,3,37,1
user_100,item_196,click,2024-12-26 02:13:00,3,17,1
user_101,item_191,like,2024-01-09 03:38:00,4,39,2
user_101,item_95,click,2024-01-09 20:37:00,4,84,1
user_101,item_189,share,2024-01-18 05:49:00,4,122,0
user_101,item_2,like,2024-01-21 13:28:00,4,54,2
user_101,item_137,like,2024-02-05 11:22:00,4,71,2
user_101,item_142,click,2024-02-18 15:45:00,4,130,1
user_101,item_142,like,2024-02-18 17:51:00,4,130,2
user_101,item_141,like,2024-02-21 15:24:00,4,131,2
user_101,item_194,click,2024-02-22 20:37:00,4,55,1
user_101,item_55,like,2024-03-10 03:27:00,4,132,2
user_101,item_58,like,2024-03-25 12:49:00,4,36,2
user_101,item_25,click,2024-04-06 02:51:00,4,98,1
user_101,item_51,click,2024-04-07 00:06:00,4,87,1
user_101,item_37,like,2024-04-15 21:06:00,4,96,2
user_101,item_109,click,2024-04-22 17:16:00,4,133,1
user_101,item_165,comment,2024-04-24 12:46:00,4,100,3
user_101,item_35,click,2024-04-27 23:05:00,4,28,1
user_101,item_63,click,2024-05-08 14:52:00,4,134,1
user_101,item_129,click,2024-05-11 23:17:00,4,79,1
user_101,item_122,like,2024-05-17 09:12:00,4,135,2
user_101,item_22,click,2024-05-23 02:24:00,4,136,1
user_101,item_100,click,2024-06-12 15:18:00,4,137,1
user_101,item_160,click,2024-06-13 02:09:00,4,23,1
user_101,item_29,click,2024-06-18 02:50:00,4,138,1
user_101,item_121,click,2024-06-26 02:48:00,4,139,1
user_101,item_35,click,2024-06-26 10:33:00,4,28,1
user_101,item_28,click,2024-07-12 14:44:00,4,21,1
user_101,item_44,comment,2024-08-01 15:22:00,4,140,3
user_101,item_197,click,2024-08-08 02:41:00,4,141,1
user_101,item_149,click,2024-08-08 21:20:00,4,56,1
user_101,item_41,click,2024-08-29 07:55:00,4,24,1
user_101,item_16,click,2024-09-17 10:16:00,4,109,1
user_101,item_5,like,2024-09-25 04:19:00,4,142,2
user_101,item_114,like,2024-09-28 20:12:00,4,143,2
user_101,item_7,click,2024-09-29 02:35:00,4,144,1
user_101,item_54,click,2024-10-09 10:19:00,4,38,1
user_101,item_118,click,2024-10-09 15:55:00,4,103,1
user_101,item_10,comment,2024-10-14 08:39:00,4,115,3
user_101,item_157,comment,2024-10-23 00:40:00,4,81,3
user_101,item_168,click,2024-10-27 22:11:00,4,145,1
user_101,item_144,click,2024-10-28 02:36:00,4,146,1
user_101,item_162,click,2024-10-31 20:00:00,4,101,1
user_101,item_112,click,2024-11-09 02:20:00,4,63,1
user_101,item_67,click,2024-11-10 11:30:00,4,72,1
user_101,item_121,click,2024-11-13 16:45:00,4,139,1
user_101,item_169,click,2024-12-14 14:30:00,4,85,1
user_101,item_191,comment,2024-12-15 01:32:00,4,39,3
user_101,item_19,click,2024-12-20 01:48:00,4,52,1
user_101,item_64,click,2024-12-23 14:35:00,4,99,1
user_101,item_46,click,2024-12-25 05:57:00,4,61,1
user_102,item_52,click,2024-01-13 16:48:00,5,147,1
user_102,item_92,like,2024-02-09 16:30:00,5,19,2
user_102,item_52,click,2024-02-13 14:29:00,5,147,1
user_102,item_87,click,2024-02-15 19:52:00,5,117,1
user_102,item_153,click,2024-02-18 07:17:00,5,2,1
user_102,item_160,share,2024-03-19 16:50:00,5,23,0
user_102,item_30,click,2024-03-30 12:08:00,5,46,1
user_102,item_155,click,2024-03-31 14:34:00,5,27,1
user_102,item_130,click,2024-04-09 22:56:00,5,5,1
user_102,item_196,like,2024-04-11 10:04:00,5,17,2
user_102,item_143,click,2024-04-15 23:55:00,5,40,1
user_102,item_52,like,2024-05-06 06:40:00,5,147,2
user_102,item_67,click,2024-05-17 03:43:00,5,72,1
user_102,item_197,like,2024-05-18 07:54:00,5,141,2
user_102,item_130,click,2024-05-25 01:06:00,5,5,1
user_102,item_73,click,2024-06-14 21:50:00,5,76,1
user_102,item_72,click,2024-06-16 20:05:00,5,91,1
user_102,item_141,click,2024-06-21 02:44:00,5,131,1
user_102,item_137,click,2024-07-04 11:40:00,5,71,1
user_102,item_0,click,2024-07-04 13:09:00,5,29,1
user_102,item_56,like,2024-07-13 05:33:00,5,33,2
user_102,item_27,click,2024-07-14 10:53:00,5,58,1
user_102,item_64,like,2024-07-16 12:28:00,5,99,2
user_102,item_126,click,2024-07-20 18:32:00,5,112,1
user_102,item_2,click,2024-07-20 19:58:00,5,54,1
user_102,item_10,like,2024-07-20 23:09:00,5,115,2
user_102,item_132,like,2024-07-21 19:32:00,5,148,2
user_102,item_61,click,2024-07-28 10:40:00,5,11,1
user_102,item_30,like,2024-07-31 05:40:00,5,46,2
user_102,item_121,click,2024-08-16 00:34:00,5,139,1
user_102,item_38,click,2024-08-18 15:03:00,5,149,1
user_102,item_175,like,2024-08-21 20:23:00,5,6,2
user_102,item_80,comment,2024-08-24 01:11:00,5,50,3
user_102,item_77,like,2024-08-26 04:17:00,5,95,2
user_102,item_78,click,2024-08-31 22:32:00,5,150,1
user_102,item_163,click,2024-09-02 16:01:00,5,26,1
user_102,item_166,like,2024-09-05 15:51:00,5,151,2
user_102,item_61,click,2024-09-10 18:43:00,5,11,1
user_102,item_197,like,2024-09-26 01:51:00,5,141,2
user_102,item_195,click,2024-10-06 02:10:00,5,152,1
user_102,item_96,like,2024-10-13 05:36:00,5,34,2
user_102,item_32,like,2024-11-04 05:05:00,5,57,2
user_102,item_68,click,2024-11-07 10:44:00,5,153,1
user_102,item_127,like,2024-11-11 02:43:00,5,111,2
user_102,item_183,click,2024-11-30 07:00:00,5,106,1
user_102,item_71,click,2024-12-04 05:51:00,5,154,1
user_102,item_78,comment,2024-12-08 04:19:00,5,150,3
user_102,item_95,click,2024-12-18 16:31:00,5,84,1
user_102,item_120,click,2024-12-22 13:43:00,5,88,1
user_102,item_46,comment,2024-12-27 20:56:00,5,61,3
user_103,item_56,click,2024-01-03 07:23:00,6,33,1
user_103,item_43,like,2024-01-16 02:05:00,6,155,2
user_103,item_157,like,2024-01-17 18:26:00,6,81,2
user_103,item_100,click,2024-02-05 04:53:00,6,137,1
user_103,item_157,like,2024-02-06 10:58:00,6,81,2
user_103,item_128,click,2024-02-11 09:32:00,6,16,1
user_103,item_154,like,2024-02-19 01:36:00,6,156,2
user_103,item_12,like,2024-03-06 12:24:00,6,44,2
user_103,item_133,click,2024-03-08 04:34:00,6,110,1
user_103,item_181,comment,2024-03-08 06:25:00,6,59,3
user_103,item_114,click,2024-03-14 02:03:00,6,143,1
user_103,item_115,click,2024-04-13 03:15:00,6,78,1
user_103,item_58,click,2024-05-01 08:03:00,6,36,1
user_103,item_66,click,2024-05-02 17:29:00,6,64,1
user_103,item_156,click,2024-05-06 08:54:00,6,43,1
user_103,item_158,click,2024-05-08 02:51:00,6,157,1
user_103,item_197,click,2024-05-10 03:33:00,6,141,1
user_103,item_141,like,2024-05-10 06:56:00,6,131,2
user_103,item_111,click,2024-05-15 10:57:00,6,93,1
user_103,item_39,click,2024-05-16 00:42:00,6,22,1
user_103,item_42,click,2024-05-22 06:37:00,6,69,1
user_103,item_56,comment,2024-05-22 12:20:00,6,33,3
user_103,item_138,like,2024-05-29 08:54:00,6,0,2
user_103,item_43,like,2024-05-30 19:53:00,6,155,2
user_103,item_6,like,2024-06-26 17:29:00,6,121,2
user_103,item_124,click,2024-06-28 06:33:00,6,158,1
user_103,item_108,click,2024-07-04 15:10:00,6,125,1
user_103,item_64,click,2024-07-04 19:00:00,6,99,1
user_103,item_41,click,2024-07-15 09:52:00,6,24,1
user_103,item_70,click,2024-07-30 15:59:00,6,159,1
user_103,item_62,like,2024-08-25 00:09:00,6,15,2
user_103,item_172,click,2024-09-06 05:56:00,6,70,1
user_103,item_9,share,2024-09-22 11:22:00,6,160,0
user_103,item_89,click,2024-09-23 22:43:00,6,161,1
user_103,item_113,like,2024-09-28 13:59:00,6,108,2
user_103,item_36,like,2024-10-02 00:10:00,6,162,2
user_103,item_146,click,2024-10-04 09:57:00,6,83,1
user_103,item_113,click,2024-10-06 23:12:00,6,108,1
user_103,item_148,comment,2024-10-08 14:08:00,6,51,3
user_103,item_82,click,2024-10-09 11:04:00,6,124,1
user_103,item_182,like,2024-10-10 04:00:00,6,68,2
user_103,item_55,click,2024-10-21 23:41:00,6,132,1
user_103,item_73,click,2024-11-04 05:05:00,6,76,1
user_103,item_61,like,2024-11-12 21:34:00,6,11,2
user_103,item_20,click,2024-11-19 09:48:00,6,14,1
user_103,item_5,click,2024-11-20 06:40:00,6,142,1
user_103,item_165,like,2024-11-25 07:35:00,6,100,2
user_103,item_104,click,2024-11-30 14:28:00,6,127,1
user_103,item_136,click,2024-12-02 19:26:00,6,163,1
user_103,item_59,click,2024-12-08 00:50:00,6,97,1
user_104,item_161,click,2024-01-18 13:53:00,7,164,1
user_104,item_131,click,2024-01-30 12:13:00,7,165,1
user_104,item_182,click,2024-01-31 18:48:00,7,68,1
user_104,item_100,click,2024-02-02 01:12:00,7,137,1
user_104,item_195,click,2024-02-18 23:58:00,7,152,1
user_104,item_62,click,2024-03-21 00:14:00,7,15,1
user_104,item_94,click,2024-03-30 18:48:00,7,107,1
user_104,item_120,click,2024-04-06 07:58:00,7,88,1
user_104,item_77,click,2024-04-06 19:20:00,7,95,1
user_104,item_17,share,2024-04-08 23:06:00,7,66,0
user_104,item_115,comment,2024-04-11 19:59:00,7,78,3
user_104,item_13,click,2024-04-15 23:28:00,7,166,1
user_104,item_2,share,2024-04-16 06:29:00,7,54,0
user_104,item_198,like,2024-04-17 04:00:00,7,167,2
user_104,item_49,click,2024-04-30 20:07:00,7,86,1
user_104,item_49,click,2024-05-21 00:32:00,7,86,1
user_104,item_36,click,2024-05-22 23:12:00,7,162,1
user_104,item_6,click,2024-05-24 16:36:00,7,121,1
user_104,item_32,like,2024-05-30 15:44:00,7,57,2
user_104,item_15,click,2024-06-08 05:58:00,7,67,1
user_104,item_62,click,2024-06-14 08:22:00,7,15,1
user_104,item_187,like,2024-07-13 12:01:00,7,168,2
user_104,item_190,like,2024-07-15 07:46:00,7,169,2
user_104,item_23,like,2024-07-19 19:16:00,7,3,2
user_104,item_88,like,2024-07-26 11:28:00,7,170,2
user_104,item_163,comment,2024-08-03 02:49:00,7,26,3
user_104,item_122,click,2024-08-29 08:34:00,7,135,1
user_104,item_134,click,2024-09-14 17:29:00,7,77,1
user_104,item_19,click,2024-09-15 08:08:00,7,52,1
user_104,item_61,comment,2024-09-24 09:08:00,7,11,3
user_104,item_18,click,2024-09-24 14:34:00,7,62,1
user_104,item_119,like,2024-09-27 13:37:00,7,171,2
user_104,item_97,click,2024-09-29 01:33:00,7,37,1
user_104,item_39,comment,2024-10-02 04:44:00,7,22,3
user_104,item_166,like,2024-10-15 14:55:00,7,151,2
user_104,item_112,click,2024-10-17 17:13:00,7,63,1
user_104,item_173,like,2024-10-21 02:39:00,7,12,2
user_104,item_155,click,2024-10-22 01:22:00,7,27,1
user_104,item_192,click,2024-10-23 20:42:00,7,113,1
user_104,item_76,click,2024-10-27 07:27:00,7,172,1
user_104,item_52,click,2024-10-29 18:38:00,7,147,1
user_104,item_98,comment,2024-11-11 13:55:00,7,42,3
user_104,item_112,like,2024-11-11 14:22:00,7,63,2
user_104,item_192,click,2024-11-13 03:35:00,7,113,1
user_104,item_84,like,2024-11-16 07:09:00,7,173,2
user_104,item_114,click,2024-12-01 04:11:00,7,143,1
user_104,item_146,like,2024-12-02 17:08:00,7,83,2
user_104,item_95,click,2024-12-04 16:02:00,7,84,1
user_104,item_0,click,2024-12-22 18:37:00,7,29,1
user_104,item_42,click,2024-12-29 21:22:00,7,69,1
user_105,item_25,click,2024-01-07 04:23:00,8,98,1
user_105,item_39,click,2024-01-23 06:42:00,8,22,1
user_105,item_170,click,2024-01-30 10:34:00,8,174,1
user_105,item_156,click,2024-02-17 06:58:00,8,43,1
user_105,item_186,click,2024-02-18 03:00:00,8,53,1
user_105,item_53,click,2024-02-18 05:26:00,8,175,1
user_105,item_157,like,2024-02-22 04:46:00,8,81,2
user_105,item_172,click,2024-02-28 05:35:00,8,70,1
user_105,item_145,click,2024-02-29 01:51:00,8,35,1
user_105,item_25,click,2024-02-29 23:06:00,8,98,1
user_105,item_151,click,2024-03-01 08:25:00,8,4,1
user_105,item_85,comment,2024-03-27 02:10:00,8,176,3
user_105,item_65,click,2024-04-17 18:00:00,8,116,1
user_105,item_106,like,2024-04-20 10:13:00,8,102,2
user_105,item_23,comment,2024-04-20 14:26:00,8,3,3
user_105,item_63,click,2024-04-21 14:23:00,8,134,1
user_105,item_161,like,2024-04-23 07:17:00,8,164,2
user_105,item_62,like,2024-04-30 01:45:00,8,15,2
user_105,item_56,click,2024-04-30 14:09:00,8,33,1
user_105,item_13,click,2024-05-09 07:19:00,8,166,1
user_105,item_10,like,2024-05-19 23:47:00,8,115,2
user_105,item_142,click,2024-06-08 10:29:00,8,130,1
user_105,item_152,like,2024-06-27 14:53:00,8,92,2
user_105,item_109,click,2024-07-04 19:02:00,8,133,1
user_105,item_120,share,2024-07-06 22:21:00,8,88,0
user_105,item_118,like,2024-07-08 07:32:00,8,103,2
user_105,item_41,comment,2024-07-12 08:05:00,8,24,3
user_105,item_170,like,2024-07-22 03:16:00,8,174,2
user_105,item_110,like,2024-07-27 14:24:00,8,120,2
user_105,item_27,click,2024-07-31 05:05:00,8,58,1
user_105,item_13,share,2024-08-06 16:52:00,8,166,0
user_105,item_123,click,2024-08-06 20:50:00,8,177,1
user_105,item_169,click,2024-08-16 14:48:00,8,85,1
user_105,item_86,click,2024-08-26 05:15:00,8,60,1
user_105,item_42,comment,2024-08-28 09:39:00,8,69,3
user_105,item_147,click,2024-08-28 17:40:00,8,9,1
user_105,item_171,click,2024-09-06 13:46:00,8,10,1
user_105,item_173,like,2024-09-17 03:25:00,8,12,2
user_105,item_25,like,2024-09-21 07:46:00,8,98,2
user_105,item_8,click,2024-09-24 01:44:00,8,128,1
user_105,item_157,like,2024-09-27 23:13:00,8,81,2
user_105,item_127,share,2024-10-21 16:49:00,8,111,0
user_105,item_101,click,2024-10-22 03:27:00,8,178,1
user_105,item_105,like,2024-11-01 07:40:00,8,179,2
user_105,item_14,click,2024-11-10 16:41:00,8,45,1
user_105,item_57,like,2024-11-11 22:30:00,8,129,2
user_105,item_62,click,2024-12-16 09:08:00,8,15,1
user_105,item_43,comment,2024-12-23 01:40:00,8,155,3
user_105,item_78,click,2024-12-24 03:54:00,8,150,1
user_105,item_38,click,2024-12-24 17:40:00,8,149,1
user_106,item_157,click,2024-01-02 23:51:00,9,81,1
user_106,item_106,click,2024-01-07 17:14:00,9,102,1
user_106,item_11,click,2024-01-14 01:06:00,9,18,1
user_106,item_115,click,2024-01-29 04:31:00,9,78,1
user_106,item_111,like,2024-01-29 17:01:00,9,93,2
user_106,item_104,click,2024-02-15 17:29:00,9,127,1
user_106,item_100,click,2024-02-18 02:25:00,9,137,1
user_106,item_32,click,2024-02-23 11:30:00,9,57,1
user_106,item_40,like,2024-03-10 23:50:00,9,180,2
user_106,item_9,click,2024-03-26 17:17:00,9,160,1
user_106,item_85,click,2024-04-12 04:39:00,9,176,1
user_106,item_61,click,2024-04-23 00:40:00,9,11,1
user_106,item_167,click,2024-04-23 23:35:00,9,181,1
user_106,item_1,comment,2024-04-29 13:15:00,9,20,3
user_106,item_71,comment,2024-05-11 10:42:00,9,154,3
user_106,item_168,click,2024-05-13 22:59:00,9,145,1
user_106,item_135,click,2024-05-23 04:55:00,9,1,1
user_106,item_79,like,2024-06-02 07:35:00,9,182,2
user_106,item_80,like,2024-06-11 07:28:00,9,50,2
user_106,item_101,click,2024-06-15 21:56:00,9,178,1
user_106,item_118,comment,2024-06-17 04:04:00,9,103,3
user_106,item_107,like,2024-06-20 05:07:00,9,65,2
user_106,item_12,click,2024-07-02 15:12:00,9,44,1
user_106,item_58,like,2024-07-04 01:28:00,9,36,2
user_106,item_174,like,2024-07-18 02:49:00,9,7,2
user_106,item_12,share,2024-07-18 06:07:00,9,44,0
user_106,item_127,like,2024-07-25 13:58:00,9,111,2
user_106,item_116,share,2024-07-30 07:30:00,9,123,0
